hbidkhehhfk	KELTAKUKKIA
mlcmic	seisoi
ahhmlh	taasen
ebch	kuin
bbbglbemcmmh	huumeuksissa
bfjcmalfflh	hypistellen
mbihlhclaicmlmac	suonenvetoisesti
gbbahgch	muutamia
ebeech	kukkia
dicah	joita
bih	hän
ifc	oli
aclfai	tieltä
jicgchba	poiminut
kb	Ah
ccleeic	virkkoi
bih	hän
ccbkichech	vihdoinkin
gl	me
iflggl	olemme
hcch	niin
llcffhcmch	erillaisia
ihei	onko
alckih	teidän
eimehhh	koskaan
iffba	ollut
bfci	hyvä
iffhemlhhl	ollaksenne
gchbh	minun
mlblhmmhhc	seurassani
jhmailc	pastori
djlhl	Törne
jchi	Minä
iflh	olen
iffba	ollut
ihhlffchlh	onnellinen
femch	yksin
aclailmmihc	tietäessäni
mhhchhc	saavani
iffh	olla
aclkih	tiedän
fiblcmffklmmihhl	läheisyydessänne
chmahmc	vastasi
bih	hän
dbi	Tuo
ghahfh	matala
cilidici	väräjävä
michab	sointu
iihlmmi	äänessä
mhhic	sanoi
mlfclggch	selvemmin
ebch	kuin
mhhha	sanat
ebcheh	kuinka
mfcimac	syvästi
ebcheh	kuinka
abfcmlmac	tulisesti
bih	hän
ifc	oli
lhehmabhba	rakastunut
jbaah	Mutta
aigi	tämä
lheehbm	rakkaus
lc	ei
blliaaihfa	herättänyt
gcaiih	mitään
chmahehcebh	vastakaikua
khhhh	Annan
mfkigglmmi	sydämmessä
jich	päin
chmaich	vastoin
abhmc	tunsi
bih	hän
camlhmi	itsensä
llchighcmlh	erinomaisen
difeiemc	jäykäksi
dh	ja
effgiemc	kylmäksi
aiai	tätä
fccebalaabh	liikutettua
hbilah	nuorta
gclmai	miestä
eibahhh	kohtaan
jbaah	Mutta
bihlh	hänen
chehcbbalhmh	vakavuutensa
jheiaac	pakotti
bihai	häntä
blac	heti
hhahghhh	antamaan
mlfcimhhhcmlh	selväsanaisen
chmahbemlh	vastauksen
abih	tuon
hchihh	ainoan
gchei	minkä
bih	hän
cic	voi
hhahh	antaa
fmabehhggl	Istukaamme
aibih	tähän
mhhic	sanoi
bih	hän
fhmelbablh	laskeutuen
gbbahghffl	muutamalle
mbbllffl	suurelle
lhhahdfleihallh	rantajyrkänteen
ecclffl	kivelle
gchi	minä
fbbflh	luulen
laai	että
gchbh	minun
jcaii	pitää
jbbbh	puhua
ccfjcaajgimac	vilpittömästi
alckih	teidän
ehhmmhhhl	kanssanne
fbchaehh	luvatkaa
hchihmahhh	ainoastaan
ebbhhlffh	kuunnella
gchbh	minua
eilmcciffcmlmac	kärsivällisesti
clh	Sen
fbjhhh	lupaan
chmahmc	vastasi
bih	hän
chehchmac	vakavasti
gbaah	mutta
bih	hän
lc	ei
hifaaihfa	näyttänyt
lhii	enää
cficmlfah	iloiselta
lcei	eikä
aiccichfah	toivovalta
jcelggch	pikemmin
chldimac	varjosti
bihlh	hänen
ehmcidhhh	kasvojaan
jcglhai	pimento
dieb	joku
mfhecmafaaici	synkistyttävä
blcdhmabm	heijastus
khhhh	Annan
ehamllmmh	katseessa
ebchmabchmah	kuvastuvasta
effgffklmai	kylmyydestä
khhh	Anna
hfeic	alkoi
ellaighffh	kertomalla
bihlffl	hänelle
fhjmbbklmahhh	lapsuudestaan
gbbahgch	muutamia
ffbfcci	lyhyviä
jcclalcai	piirteitä
diaeh	jotka
mlfcimac	selvästi
ebchmccha	kuvasivat
bihlh	hänen
mcmicmlh	sisäisen
mcfgihmi	silmänsä
hiejmiffl	näkösälle
abih	tuon
jclhlh	pienen
chcalfchhh	vaiteliaan
camllhmimbfdlabh	itseensäsuljetun
afajh	tytön
dieh	joka
ebbhalfc	kuunteli
mhfhjllicmci	salaperäisiä
miclflcai	säveleitä
gclfcebccaallh	mielikuvitteen
fbiklmmh	luodessa
bihlffl	hänelle
mhabghhcfgicah	satumaailmoita
cbgljbcmaichllh	ihmepuistoineen
elmelffi	keskellä
mbfhh	sulaa
diehjiccicmai	jokapäiväistä
lfigii	elämää
eihlh	Hänen
eiaihhhh	kotonaan
lc	ei
ebehhh	kukaan
fggilaihfa	ymmärtänyt
bihai	häntä
lcei	eikä
bih	hän
mlh	sen
cbiemc	vuoksi
cichba	voinut
elffleiih	kellekään
bmeih	uskoa
fhjmlffcmch	lapsellisia
bhlfgchhh	unelmiaan
bih	hän
lhehmac	rakasti
blffimac	hellästi
chhblgjchhh	vanhempiaan
lcei	eikä
ahbaihba	tahtonut
jhbicaahh	pahoittaa
blckih	heidän
gclfaiih	mieltään
mcemc	siksi
hhaicech	antoikin
bih	hän
claii	vetää
camlhmi	itsensä
hcchh	aivan
aclkiaaighmac	tiedottomasti
abibih	tuohon
blhalffcmllh	hengelliseen
dibeebllh	joukkueen
dibih	johon
bihlh	hänen
mbebfhcmlhmh	sukulaisensa
ebbfbccha	kuuluivat
kibeiim	Nähkääs
mhhic	sanoi
bih	hän
gchbffh	minulla
lc	ei
ifl	ole
gcaiih	mitään
chebbabmah	vakuutusta
gchi	minä
iflh	olen
mlblhhhba	seurannut
blcai	heitä
chch	vain
cifaafiemlhc	välttyäkseni
alelgimai	tekemästä
blcffl	heille
gclfchjlhh	mieliapeaa
dh	ja
iflh	olen
lklffllhech	edelleenkin
hcch	niin
alelci	tekevä
gbaah	mutta
blckih	heidän
chebbabemlhmh	vakuutuksensa
lc	ei
ifl	ole
gchbh	minun
gchi	minä
ebbfbh	kuulun
blckih	heidän
bmeihblcgiballhmh	uskonheimouteensa
chch	vain
hijh	näön
cbiemc	vuoksi
jchi	Minä
iflh	olen
lhbeeh	raukka
bildbch	horjuva
chldi	varjo
dh	ja
chlmch	varsin
chlmch	varsin
ihhlaih	onneton
kb	Ah
gchi	minä
fbbflh	luulen
laalc	ettei
ebehhh	kukaan
cic	voi
eimcaaii	käsittää
gcalh	miten
jhfdih	paljon
gchi	minä
iflh	olen
eilmchfa	kärsinyt
abimah	tuosta
jheimah	pakosta
diffh	jolla
gchbh	minun
mclfbhhc	sieluani
ih	on
chcchaab	vaivattu
jchbh	Minua
ih	on
cclaf	viety
hicbch	noihin
hfchighcmcch	alinomaisiin
eieibemcch	kokouksiin
hcch	niin
laai	että
caml	itse
dbghfhh	jumalan
mhhhech	sanakin
ih	on
eifhfa	käynyt
gchbmah	minusta
hcchh	aivan
fbklhalelciemc	yhdentekeväksi
hicklh	noiden
fijjbghaaighch	loppumattomain
eiihafgcmbcmailchch	kääntymishistoriain
dh	ja
abih	tuon
blhalffcmlh	hengellisen
fhhdhmhhhcmlh	laajasanaisen
fhhjiabemlh	laapotuksen
aibklh	tähden
diffh	jolla
elmebmalfba	keskustelut
ghbmalahhh	maustetaan
hhcelh	Kaiken
mlh	sen
dbfcmahgchlh	julistaminen
femchji	yksinpä
mcmicmcggihech	sisäisimmänkin
gcei	mikä
ahjhbabb	tapahtuu
gbghfhh	Jumalan
dh	ja
mclfbh	sielun
cifcffi	välillä
blhecmalh	henkisten
eielgbmalh	kokemusten
fibeilflgchlh	lohkoeleminen
jclhlgjcchech	pienempiinkin
femcafcmjcclalcbchmi	yksityispiirteihinsä
abhabb	tuntuu
gchbmah	minusta
mlfcaaigiaajgih	selittämättömän
ecbmhffcmlfah	kiusalliselta
abhabb	tuntuu
ebch	kuin
ehlelh	karkea
eimc	käsi
bbiflaaighmac	huolettomasti
gbmllllfflh	muserrellen
eimcaalfcmc	käsittelisi
hlghhh	armaan
mbficmlmac	suloisesti
abiembhchh	tuoksuavan
ebehh	kukan
flbaci	lehtiä
jchbmah	Minusta
abhabb	tuntuu
abi	tuo
gchbffl	minulle
aflefalaaf	tyrkytetty
ijjc	oppi
fjfbifai	löyhältä
lhcchhifah	ravinnolta
lhei	enkä
gchi	minä
cic	voi
mcai	sitä
iaahh	ottaa
chmahhh	vastaan
dh	ja
ebcalhech	kuitenkin
mhhcbaahh	saavuttaa
gchba	minut
lhdhaih	rajaton
mclfbhabmeh	sieluntuska
dieh	joka
ellah	kerta
ebh	kun
hdhaalflh	ajattelen
laai	että
gchbh	minun
lhehm	rakas
icachc	äitini
dh	ja
gihc	moni
gbb	muu
bfci	hyvä
dh	ja
llblffchlh	rehellinen
cbgchlh	ihminen
ih	on
aiffi	tällä
aclffi	tiellä
fjfaihfa	löytänyt
chjhbalhmh	vapautensa
dh	ja
ihhlhmh	onnensa
jchi	Minä
iflh	olen
abhalhba	tuntenut
camlhc	itseni
hcchh	aivan
gbmllllabemc	muserretuksi
dh	ja
mlggicmlemc	semmoiseksi
abhhlh	tunnen
gchi	minä
camlhc	itseni
aiffiech	tälläkin
blaelffi	hetkellä
bhehm	Rakas
khhh	Anna
elhaclm	kenties
mbi	suo
gbghfh	Jumala
gchbh	minun
fibkbaahh	lohduttaa
mchbh	sinua
mhhic	sanoi
hbilc	nuori
jhjjc	pappi
blffimac	hellästi
bc	Ei
lc	ei
chmahmc	vastasi
bih	hän
mblbcmlmac	suruisesti
aimch	tosin
efffi	kyllä
gchi	minä
hfbemc	aluksi
aiccich	toivoin
alckih	teidän
ehbaahhhl	kauttanne
jiimlcihc	pääseväni
dibihech	johonkin
chlgbballh	varmuuteen
gbaah	mutta
ml	se
lc	ei
ihhcmabhba	onnistunut
gchbffl	minulle
dl	Te
ebambaal	kutsutte
hchihmahhh	ainoastaan
mfhacmci	syntisiä
diaeh	jotka
abhalcha	tuntevat
mfhaclhmi	syntiensä
jhchih	painon
dh	ja
gchi	minä
iflh	olen
bmlch	usein
hcchh	aivan
abhallaih	tunteeton
al	te
mhhiaal	sanotte
bmei	usko
hchihmahhh	ainoastaan
dh	ja
gchi	minä
lh	en
cic	voi
bmeih	uskoa
dlckih	Teidän
mhhhhhl	sananne
icha	ovat
di	jo
hceidh	aikoja
mcaal	sitte
diaaihlla	jättäneet
gchba	minut
aifmch	täysin
aicciaahghemc	toivottamaksi
gchbmah	minusta
ih	on
alckih	teidän
mhhlhhhhl	saarnanne
ijjch	oppia
dieh	joka
efffi	kyllä
mic	soi
bhlahbmmhfch	hartaussalin
mlchcmmi	seinissä
gbaah	mutta
dieh	joka
lc	ei
abhelbkb	tunkeudu
jbbkcmahchhh	puhdistavana
dh	ja
chbccmahchhh	vahvistavana
lfigih	elämän
bfjlchhjcbch	hyörinnöihin
ih	on
mclfbdh	sieluja
diaeh	jotka
elmelffi	keskellä
bbhhdhh	hunajan
ffaieffficmffaai	yltäkylläisyyttä
icha	ovat
hiihafi	nääntyä
mbifhh	suolan
jbbaallmlh	puutteesen
dh	ja
gchi	minä
iflh	olen
femc	yksi
mlggichlh	semmoinen
eih	Hän
eiaec	kätki
jiihmi	päänsä
eimcchmi	käsiinsä
dh	ja
eiei	koko
abi	tuo
blhai	hento
chlahfi	vartalo
chjcmc	vapisi
fccebabemlmah	liikutuksesta
mhmailc	Pastori
ifc	oli
bfcch	hyvin
chhflh	vaalea
bih	hän
cmabc	istui
hcchh	aivan
fcceebghaihhh	liikkumatonna
dh	ja
ehamlfc	katseli
bclchbahghaah	hievahtamatta
abiah	tuota
fccebalaabh	liikutettua
hbilah	nuorta
afaaji	tyttöä
dh	ja
ebh	kun
bih	hän
cmabc	istui
fhchlcklh	laineiden
ficmeclmmh	loiskiessa
hcchh	aivan
bihlh	hänen
dhfehchmh	jalkainsa
dbbllmmh	juuressa
abhabc	tuntui
ebch	kuin
ifcmc	olisi
flcli	leveä
liaei	rotko
hbclhhba	auvennut
bihlh	hänen
dh	ja
bihlh	hänen
lheehbalhmh	rakkautensa
bihlh	hänen
bhlfgickbh	unelmoidun
ihhlhmh	onnensa
dh	ja
chficmhch	valoisain
aicclcaalhmh	toiveittensa
cifcffl	välille
khhh	Anna
ehamic	katsoi
ffjm	ylös
dh	ja
jffbeimc	pyyhkäsi
eiklffiih	kädellään
iamhhhmh	otsaansa
bih	hän
lc	ei
caelhfa	itkenyt
gbaah	mutta
bihlh	hänen
mcfgcmmiih	silmissään
ebchmabc	kuvastui
fccebaahch	liikuttava
abmehchlh	tuskainen
cfgl	ilme
jchi	Minä
iflh	olen
ahbaihba	tahtonut
mhhih	sanoa
ehcelh	kaiken
aigih	tämän
alcffl	teille
jhmailc	pastori
djlhl	Törne
mhhic	sanoi
bih	hän
bcfdhh	hiljaa
iflh	olen
ahbaihba	tahtonut
alcffl	teille
hifaaii	näyttää
ebcheh	kuinka
ehbehhh	kaukana
gl	me
caml	itse
hmchmmh	asiassa
iflggl	olemme
aicmcmahggl	toisistamme
dh	ja
cfghh	ilman
aifklffcmai	täydellistä
mijbmichabh	sopusointua
lfigih	elämän
mfccggcmmi	syvimmissä
efmfgfemcmmi	kysymyksissä
lc	ei
cic	voi
mfhafi	syntyä
gcaiih	mitään
ihhlh	onnea
lcej	eikö
hcch	niin
mhmailc	Pastori
hchihmahhh	ainoastaan
ahccbaac	taivutti
jiiaiih	päätään
chmahbemlemc	vastaukseksi
hchihahehhh	ainoatakaan
mhhhh	sanaa
lc	ei
fibalhfa	lähtenyt
bihlh	hänen
chhflcfah	vaaleilta
bbbfcfahhh	huuliltaan
jchi	Minä
eccaih	kiitän
alcai	teitä
mfkigglffcmlmac	sydämmellisesti
gchbffl	minulle
imicaahghmahhhl	osoittamastanne
fbiaahgbemlmah	luottamuksesta
dhaeic	jatkoi
khhh	Anna
mlei	sekä
jhjjchh	pappina
laai	että
cbgcmlhi	ihmisenä
jckih	pidän
gchi	minä
alcai	teitä
mbbllmmh	suuressa
hlcimmh	arvossa
hchih	ainoa
gcai	mitä
ahbkih	tahdon
cclfi	vielä
mhhih	sanoa
alcffl	teille
jhmailc	pastori
djlhl	Törne
lklffi	edellä
mhhighhhc	sanomaani
mbbhahhh	suuntaan
ih	on
jbbbehh	puhukaa
ciblggch	vähemmin
dh	ja
aicgcehh	toimikaa
lhlggch	enemmin
jchi	Minä
aclkih	tiedän
laai	että
iflh	olen
bhhcicaahhba	haavoittanut
alcai	teitä
mfcimac	syvästi
gbaah	mutta
gchi	minä
lh	en
cichba	voinut
glhlalffi	menetellä
aicmch	toisin
dim	jos
ahbkich	tahdoin
iffh	olla
llblffchlh	rehellinen
mlei	sekä
alcffl	teille
laai	että
camlfflhc	itselleni
ficaalei	Voitteko
hhahh	antaa
gchbffl	minulle
hhallemc	anteeksi
jcai	Mitä
hhallemc	anteeksi
hhahgcmah	antamista
ifcmc	olisi
gchbffh	minulla
mlh	sen
cbiemc	vuoksi
laalaal	ettette
al	te
cic	voi
lhehmahh	rakastaa
gchbh	minua
chmahmc	vastasi
bih	hän
mblbcmlmac	suruisesti
gh	Ja
gfjm	myös
hl	ne
ehaellha	katkerat
mhhha	sanat
diaeh	jotka
abfch	tulin
fhbmbhllemc	lausuneeksi
dh	ja
dicah	joita
di	jo
hcch	niin
ehbchh	kauvan
iflh	olen
gclflmmihc	mielessäni
bhbaihba	hautonut
mhmailc	Pastori
jblcmac	puristi
fmaiciffcmlmac	ystävällisesti
bihlh	hänen
eiaaiih	kättään
dlckih	Teidän
jbbllmmhhhl	puheessanne
ih	on
bfcch	hyvin
jhfdih	paljon
aiabbaah	totuutta
chehcbbklffh	vakavuudella
dh	ja
mbilbbklffh	suoruudella
fhbmbaabh	lausuttua
aiabbaah	totuutta
jcaii	pitää
glckih	meidän
camllheehbalggl	itserakkautemme
ijjch	oppia
mbfhaahghhh	sulattamaan
kifaac	Näytti
ebch	kuin
bih	hän
ifcmc	olisi
hceihba	aikonut
fibali	lähteä
bfcimaci	hyvästiä
blcaaigiaai	heittämättä
gbaah	mutta
ieeci	äkkiä
eiihafc	kääntyi
bih	hän
diffllh	jälleen
bihllh	häneen
jich	päin
dh	ja
hicmmh	noissa
mfccmmi	syvissä
gbmacmmh	mustissa
mcfgcmmi	silmissä
cifeefc	välkkyi
ehbhcm	kaunis
ecghffbm	kimallus
jl	Me
lggl	emme
cic	voi
bmeih	uskoa
aicmlh	toisen
lklmai	edestä
mhhic	sanoi
bih	hän
ghahfhmac	matalasti
gbaah	mutta
gl	me
cicggl	voimme
lbeicffh	rukoilla
laai	että
abi	tuo
aichlh	toinen
abfcmc	tulisi
bmeichcmlemc	uskovaiseksi
fhjhbahdh	Vapahtaja
dieh	joka
fbell	lukee
diehcmlh	jokaisen
hdhabemla	ajatukset
ebbfll	kuulee
gfjm	myös
bcfdhcmlhech	hiljaisenkin
bbiehbemlh	huokauksen
ebbfll	kuulee
dhhiichh	janoovan
jlblhh	peuran
bbbkih	huudon
abilllh	tuoreen
clklh	veden
jlliih	perään
lcei	eikä
cclfi	vielä
ebehhh	kukaan
dieh	joka
ih	on
bihai	häntä
lamchfa	etsinyt
ifl	ole
diihfa	jäänyt
hcbaah	avutta
gbghfh	Jumala
lc	ei
jiimai	päästä
alcai	teitä
hcch	niin
bih	hän
jcaii	pitää
alcai	teitä
fbdhmac	lujasti
cicgheehhffh	voimakkaalla
eiklffiih	kädellään
dh	ja
ebh	kun
bihlh	hänen
blaelhmi	hetkensä
ih	on
abffba	tullut
ih	on
aifklffchlh	täydellinen
chfi	valo
chfcmahch	valistava
alckih	teidän
mfkigglhhl	sydämmenne
gbghfh	Jumala
mcbhhaeiih	siunatkoon
alcai	teitä
khhh	Anna
fhlmch	Varsin
gfjbiih	myöhään
jhfhmc	palasi
jhmailc	pastori
djlhl	Törne
hmbgbemllhmh	asumukseensa
bih	hän
ifc	oli
ebfelhba	kulkenut
eifklh	käyden
eiei	koko
ghaehh	matkan
jlllhfhbklmah	Merenlahdesta
ifcjh	olipa
cclfi	vielä
albhfa	tehnyt
jclhlh	pienen
mfldieclllihech	syrjäkierronkin
mcffi	sillä
fccebhah	liikunta
chcebaac	vaikutti
lhbbicaahchmac	rauhoittavasti
bihlh	hänen
ebibbccch	kuohuviin
abhalcbchmh	tunteihinsa
eih	Hän
hmbc	asui
jclhlh	pienen
bcfdhcmlh	hiljaisen
ehkbh	kadun
chlllffh	varrella
chhbhh	vanhan
bhmeghgmlffch	Raskmamsellin
fbihh	luona
dieh	joka
ahcmalfc	taisteli
chhieehhmac	innokkaasti
abiah	tuota
bbklhhcehcmah	uudenaikaista
hlcachcgli	neitinimeä
chmahhh	vastaan
ahbailh	tahtoen
micffaaii	säilyttää
chhbhh	vanhan
hcgcafemlh	nimityksen
bbeiffh	Eukolla
ifc	oli
igh	oma
jclhc	pieni
ahfihmh	talonsa
mccmac	siisti
dh	ja
bicklaab	hoidettu
hcch	niin
bfeih	ulkoa
ebch	kuin
mcmifai	sisältä
mlei	sekä
mclcimla	sievoset
cbiabcmla	vuotuiset
abfia	tulot
dicah	joita
bih	hän
cclfi	vielä
fcmimc	lisäsi
cbielhhghffh	vuokraamalla
ehemc	kaksi
jclhai	pientä
bbihlaah	huonetta
gbcffl	muille
gclfbcggch	mieluimmin
jhjlcffl	papeille
mcffi	sillä
jhjca	papit
ifccha	olivat
ghgmlffc	mamselli
dbmahch	Gustava
bhmech	Raskin
blceei	heikko
jbifc	puoli
dh	ja
hcaibceehhffh	aitohikkaalla
flceceeiiffi	leikikkäällä
ahchffhhh	tavallaan
fhmecech	laskikin
bih	hän
aicmchhhh	toisinaan
jclhai	pientä
jcfhh	pilaa
gclfafgfemlmaiih	mieltymyksestään
aigihfhhabcmllh	tämänlaatuiseen
ciellh	väkeen
eih	Hän
ifc	oli
gcai	mitä
bbjhcmch	hupaisin
hhchlh	nainen
hcigclfcmchl	avomielisine
bmehfchchl	uskaliaine
ehmcihjcclalchllh	kasvonpiirteineen
dh	ja
cccmhchl	viisaine
fmaiciffcmchl	ystävällisine
mcfgchllh	silmineen
cclfi	vielä
ifc	oli
eiei	koko
bihlh	hänen
iflgbemlhmh	olemuksensa
gcai	mitä
lblch	ehein
dh	ja
ickcffcmch	äidillisin
mhmailc	Pastori
djlhl	Törne
lc	ei
cichba	voinut
aiccih	toivoa
camlffllh	itselleen
mijcchgjhh	sopivampaa
hmbhaih	asuntoa
ebch	kuin
gchei	minkä
bih	hän
mhc	sai
aimmi	tässä
bfcch	hyvin
abhhlabmmh	tunnetussa
jhjjcmeilaalllcmmh	pappiskortteerissa
dh	ja
diheh	jonka
cfifbihaichlh	iloluontoinen
lgihai	emäntä
ifc	oli
hfa	nyt
ebalh	kuten
ahchffcmlmacech	tavallisestikin
elleli	kerkeä
ffcmaigiih	ylistämään
bihlh	hänen
jhmailchhh	pastoriaan
hbh	Kun
jhmailc	pastori
mhhjbc	saapui
eiacch	kotiin
aihi	tänä
cfahhh	iltana
ifc	oli
bih	hän
di	jo
jilahcffh	portailla
chmahmmh	vastassa
allclcmchllh	terveisineen
dh	ja
ebh	kun
bih	hän
bbighmc	huomasi
jhmailch	pastorin
mblbcmla	suruiset
ehmcia	kasvot
flccmc	levisi
abi	tuo
bfcieim	hyväkäs
bfgf	hymy
bihlh	hänen
bbbfcffllh	huulilleen
ki	No
gcai	mitä
ebbfbbehhh	kuuluukaan
hfa	nyt
gchbh	minun
jhmailcfflhc	pastorilleni
jiimc	pääsi
hcchh	aivan
ebch	kuin
ahbaighaahhh	tahtomattaan
bihlh	hänen
bbbfcfahhh	huuliltaan
mhmailc	Pastori
bfgfcfc	hymyili
bihlffl	hänelle
fmaiciffcmlmac	ystävällisesti
bhehm	Rakas
dbmahch	Gustava
ghgmlffc	mamselli
mhhic	sanoi
bih	hän
ghahfhffh	matalalla
michhbeehhffh	soinnukkaalla
iihlffiih	äänellään
jicci	päivä
lc	ei
jhcmah	paista
hchh	aina
aicmchhhh	toisinaan
mhffcc	sallii
gbghfh	Jumala
mlh	sen
jlcaafi	peittyä
jcfccch	pilviin
gbaah	mutta
bihlh	hänen
hlgihmh	armonsa
hblchei	aurinko
lc	ei
fhmel	laske
gcffichehhh	milloinkaan
bc	Ei
lc	ei
chmahmc	vastasi
bih	hän
bllaahcmlmac	herttaisesti
dh	ja
ml	se
chfhcmll	valaisee
bmlch	usein
ecleehcggch	kirkkaimmin
mcffich	silloin
ebch	kuin
ghh	maa
ih	on
jcgli	pimeä
mlh	sen
iflh	olen
gchi	minä
caml	itse
eielhba	kokenut
mhmailc	Pastori
jblcmac	puristi
eccaiffcmlmac	kiitollisesti
bihlh	hänen
eiaaiih	kättään
abi	tuo
figgch	lämmin
imhhiaai	osanotto
alec	teki
bihlffl	hänelle
hcch	niin
bfcii	hyvää
gbaah	mutta
ebh	kun
bih	hän
chhieehhmac	innokkaasti
elbicaac	kehoitti
jhmailch	pastoria
eifgiih	käymään
mhfcch	saliin
cfahmlffl	iltaselle
eccaac	kiitti
aigi	tämä
fmaiciffcmlmac	ystävällisesti
dh	ja
jiiaaicimac	päättävästi
ebiglhhh	Huomenna
ih	on
gfjmech	myöskin
jicci	päivä
lhehm	rakas
ghgmlffc	mamselli
bhme	Rask
jbaah	Mutta
gchbh	minun
aifaff	täytyy
mhhih	sanoa
laai	että
bbigcmjicci	huomispäivä
ahjhcfll	tapailee
bmlch	usein
iflghhh	olemaan
hceh	aika
clcdhlc	veijari
abbgc	tuumi
chhbbm	vanhus
bfgfcfflh	hymyillen
hchhech	ainakin
gchbh	minun
elfji	kelpo
gbhheieelfchhc	munakokkeliani
eibahhh	kohtaan
ml	se
ih	on
mlggichlh	semmoinen
mhmailc	Pastori
bfgfcfc	hymyili
efcii	Hyvää
fjai	yötä
fmaicicmlhc	ystäväiseni
efcii	Hyvää
fjai	yötä
bfcii	hyvää
fjai	yötä
mhmailc	Pastori
claifmc	vetäysi
hicbch	noihin
jclhcch	pieniin
ffcmbbihlcmcchmh	ylishuoneisiinsa
dicmmh	joissa
bih	hän
hmbc	asui
hl	ne
ifccha	olivat
ghahfch	matalia
chlbmalaab	varustettu
chhflhemc	vaaleaksi
chfhcmabcffh	valaistuilla
accfcehefbbhlcffh	tiilikakluuneilla
bbihlehfba	huonekalut
ifccha	olivat
ghgmlffc	mamselli
bhmech	Raskin
chhblgjhch	vanhempain
jllchaji	perintöä
ceebhhch	ikkunain
cllbia	verhot
ighaleicmch	omatekoisia
jhebbbbihllh	Makuuhuoneen
ceebhh	ikkuna
ifc	oli
abih	tuon
bcfdhcmlh	hiljaisen
ehkbh	kadun
jbiflffh	puolella
dh	ja
mcchi	siinä
hchbabchh	avautuvaa
hiejhfhh	näköalaa
lhdicaac	rajoitti
chhbh	vanha
elfahcmlemc	keltaiseksi
ghhfhaab	maalattu
fhbahhcah	lautaaita
diheh	jonka
ffcaml	ylitse
flccaacbl	levittihe
hfjlchjbhidh	nyörinpunoja
mhbfmihch	Paulsonin
jbbahlbhmah	puutarhasta
jcmaifcia	pistäyvät
abbblha	tuuheat
iemha	oksat
mhmailcffh	Pastorilla
lc	ei
iffbaehhh	ollutkaan
mccm	siis
aigih	tämän
ceebhhh	ikkunan
iillmmi	ääressä
dbblc	juuri
gcaiih	mitään
hielgcmai	näkemistä
gbaah	mutta
bih	hän
hmlaabc	asettui
mccblh	siihen
mlh	sen
cbiemc	vuoksi
laai	että
mlh	sen
lklmmi	edessä
ifc	oli
bihlh	hänen
ecldicabmjjfaihmi	kirjoituspöytänsä
dh	ja
bih	hän
ifc	oli
aiaabhba	tottunut
hdhaalflghhh	ajattelemaan
dh	ja
afjmelhalflgiih	työskentelemään
dbblc	juuri
aimmi	tässä
jhcehmmh	paikassa
eih	Hän
lc	ei
mfafaaihfa	sytyttänyt
efhaacfii	kynttilää
gbaah	mutta
cllbiighaaighh	verhoomattoman
ceebhhh	ikkunan
ehbaah	kautta
abhelbmc	tunkeusi
ebbh	kuun
chfi	valo
mbjcmalaabhh	supistettuna
chficclahhh	valovirtana
bihlh	hänen
hfhmebblcmahbhllh	alaskuuristauneen
jiihmi	päänsä
ffcaml	ylitse
bcchbalfflh	hivautellen
cifeefcci	välkkyviä
fhchlcahhh	laineitaan
abiffl	tuolle
ebfbhllffl	kuluneelle
gbaah	mutta
jbbahhemc	puhtaaksi
jlmafffl	pestylle
fhaachffl	lattialle
dh	ja
hicffl	noille
mlchcffi	seinillä
lccjjbccffl	riippuville
lhhghabffcmch	raamatullisia
ahjhbemch	tapauksia
ebchhccffl	kuvaaville
ecccjcclliemcffl	kivipiirroksille
jbaah	Mutta
jhmailch	pastorin
ehaml	katse
lc	ei
ahlehhhba	tarkannut
hicai	näitä
ml	se
aibfmc	tähysi
mfclggiffl	syvemmälle
bihlh	hänen
cmablmmhhh	istuessaan
mcchi	siinä
fcceebghaaighhh	liikkumattomana
chcjbhllhh	vaipuneena
hhalgllllh	aatemereen
diheh	jonka
aigih	tämän
jiccih	päivän
ahjhbabgha	tapahtumat
ifccha	olivat
jhhhlla	panneet
ebibbchhh	kuohuvaan
fcceellmlh	liikkeesen
jcalh	Miten
jhfdih	paljon
ifcehhh	olikaan
aihiih	tänään
ahjhbabhba	tapahtunut
eich	kova
gbmllahch	musertava
cmeb	isku
ifc	oli
bihla	hänet
hcchh	aivan
ebch	kuin
ghhbhh	maahan
ffmgcmaihfa	lysmistänyt
eihlh	Hänen
ehbhcm	kaunis
bhlfghhmh	unelmansa
ghhffcmlmah	maallisesta
ihhlmah	onnesta
ifc	oli
gblllaab	murrettu
dh	ja
bhdhffllh	hajalleen
llccaaf	revitty
dh	ja
bihlh	hänen
mfkigglhmi	sydämmensä
cllahcbiahcha	vertavuotavat
bhhcha	haavat
eclclfccia	kirvelivät
jbaah	Mutta
ehceec	kaikki
lc	ei
iffba	ollut
mcchi	siinä
hl	ne
mhhha	sanat
diaeh	jotka
khhh	Anna
fhbmbc	lausui
ifccha	olivat
abfcmchh	tulisina
hbifchh	nuolina
ficcmaihlla	lävistäneet
bihlh	hänen
mfkigglhmi	sydämmensä
ahchffh	tavalla
diah	jota
bih	hän
lc	ei
cichba	voinut
mlfcaaii	selittää
eih	Hän
hdhaalfc	ajatteli
eiei	koko
ebfbhbaah	kulunutta
lfigiihmi	elämäänsä
gcalh	miten
bih	hän
ejfbimai	köyhästä
